pair,TP,BO,SO,MaxSO,SOS,OS,MSC,,end_date,tot_deals,avg_duration_m,max_duration_m,tot_days_deals,max_safe_orders,final_profit,required_investment,profit_percent
BTC/USDT,1.4,10,15,15,2,1.05,1,,2021-05-01T04:51:00Z,358,852.712.290.502.793,18624,127,13,391.671.033.019.973,33.367.845.382.341,117.379.779.405.011
LINK/USDT,1.4,10,15,15,2,1.05,1,,2021-04-29T17:29:00Z,828,366.121.980.676.328,14412,155,15,359.578.107.393.307,33.367.845.382.341,107.761.859.740.456
ETH/USDT,1.4,10,15,15,2,1.05,1,,2021-04-30T04:25:00Z,612,49.641.339.869.281,9730,155,14,253.648.310.641.435,33.367.845.382.341,0.760157893729845
BTT/USDT,1.4,10,15,15,2,1.1,1,,2021-04-17T17:37:00Z,1249,228.884.707.766.212,47477,110,15,560.436.659.664.096,486.587.225.412.348,115.177.018.712.146
ADA/USDT,1.4,10,15,15,2,1.1,1,,2021-04-30T10:49:00Z,1181,25.756.900.931.414,14530,156,15,516.158.483.479.861,486.587.225.412.348,106.077.277.931.506
LINK/USDT,1.4,10,15,15,2,1.1,1,,2021-04-29T17:28:00Z,879,344.878.270.762.229,8976,161,15,406.073.033.804.517,486.587.225.412.348,0.834532870155807
BTC/USDT,1.4,10,15,15,2,1.1,1,,2021-05-01T04:51:00Z,363,84.096.694.214.876,18624,127,13,399.759.451.890.577,486.587.225.412.348,0.8215576386162
ETH/USDT,1.4,10,15,15,2,1.1,1,,2021-04-30T04:25:00Z,633,479.944.707.740.916,9730,159,12,272.887.993.545.538,486.587.225.412.348,0.56082029961696
ADA/USDT,1.4,10,15,25,2.4,1,1,,2021-04-30T21:17:00Z,965,315.872.538.860.103,20684,142,14,338.235.141.970.843,385,0.878532836287904
BTC/USDT,1.4,10,15,25,2.4,1,1,,2021-05-01T04:29:00Z,325,939.227.692.307.692,23670,120,11,312.618.134.315.762,385,0.811995154066914
BTT/USDT,1.4,10,15,25,2.4,1,1,,2021-04-28T06:19:00Z,1018,295.716.110.019.646,53531,78,25,368.225.150.847.749,385,0.956428963240909
ETH/USDT,1.4,10,15,25,2.4,1,1,,2021-04-30T03:37:00Z,561,541.456.327.985.739,9592,149,11,19.707.388.753.519,385,0.511880227364131
LINK/USDT,1.4,10,15,25,2.4,1,1,,2021-04-30T04:57:00Z,723,420.244.813.278.008,14411,137,18,263.223.504.660.301,385,0.683697414702082
ADA/USDT,1.4,10,15,25,2.4,1.05,1,,2021-04-30T21:17:00Z,1057,288.379.375.591.296,20383,154,14,384.553.079.479.949,725.906.482.269.815,0.529755676347594
BTC/USDT,1.4,10,15,25,2.4,1.05,1,,2021-05-01T04:29:00Z,327,933.483.180.428.134,23670,121,11,314.300.816.079.505,725.906.482.269.815,0.432977007033643
BTT/USDT,1.4,10,15,25,2.4,1.05,1,,2021-05-01T04:28:00Z,1212,251.854.785.478.547,53457,103,25,466.828.882.952.912,725.906.482.269.815,0.643097829204112
ETH/USDT,1.4,10,15,25,2.4,1.05,1,,2021-04-30T03:37:00Z,588,516.593.537.414.966,9592,152,10,213.429.161.177.281,725.906.482.269.815,0.294017433912307
LINK/USDT,1.4,10,15,25,2.4,1.05,1,,2021-04-30T04:57:00Z,798,380.748.120.300.751,12924,149,18,302.420.047.721.009,725.906.482.269.815,0.416610204079431
ADA/USDT,1.4,10,15,25,2.4,1.1,1,,2021-04-30T21:17:00Z,1093,278.881.061.299.176,20305,151,14,413.461.598.822.457,148.520.589.150.825,0.278386721454881
BTC/USDT,1.4,10,15,25,2.4,1.1,1,,2021-05-01T04:29:00Z,331,922.202.416.918.429,23670,122,11,31.893.935.595.127,148.520.589.150.825,0.214744203328859
BTT/USDT,1.4,10,15,25,2.4,1.1,1,,2021-05-01T03:47:00Z,1392,21.925.790.229.885,47459,122,20,562.207.987.528.585,148.520.589.150.825,0.378538753948553
ETH/USDT,1.4,10,15,25,2.4,1.1,1,,2021-04-30T03:37:00Z,599,507.106.844.741.235,9592,154,10,223.900.047.129.369,148.520.589.150.825,0.150753540912765
LINK/USDT,1.4,10,15,25,2.4,1.1,1,,2021-04-29T17:40:00Z,835,363.065.868.263.473,14402,152,18,331.678.790.096.743,148.520.589.150.825,0.223321757604877
BTT/USDT,1.4,10,20,30,2,1,1,,2021-04-30T21:40:00Z,1208,252.350.993.377.483,53531,92,30,588.260.290.007.684,610,0.964361131160137
ADA/USDT,1.4,10,20,30,2,1,1,,2021-04-30T21:19:00Z,1112,274.117.805.755.395,20383,151,17,521.974.737.392,610,0.855696290806557
LINK/USDT,1.4,10,20,30,2,1,1,,2021-04-29T17:39:00Z,844,359.193.127.962.085,12966,154,20,410.339.511.926.053,610,0.67268772446894
BTC/USDT,1.4,10,20,30,2,1,1,,2021-05-01T04:51:00Z,361,845.626.038.781.163,18624,127,13,402.929.247.579.884,610,0.660539750130958
ETH/USDT,1.4,10,20,30,2,1,1,,2021-04-30T12:00:00Z,616,493.928.571.428.571,10534,159,14,284.771.248.189.223,610,0.466838111785612
BTT/USDT,1.4,10,20,30,2,1.05,1,,2021-05-01T04:27:00Z,1527,199.899.803.536.345,47460,130,24,787.742.857.688.091,133.877.695.006.026,0.588404855381347
ADA/USDT,1.4,10,20,30,2,1.05,1,,2021-04-30T21:12:00Z,1199,254.221.851.542.952,20384,154,17,590.805.226.680.531,133.877.695.006.026,0.441302209941645
LINK/USDT,1.4,10,20,30,2,1.05,1,,2021-04-29T17:39:00Z,913,332.047.097.480.832,9017,162,20,471.294.955.690.324,133.877.695.006.026,0.352033963289485
BTC/USDT,1.4,10,20,30,2,1.05,1,,2021-05-01T04:51:00Z,367,831.801.089.918.256,18624,129,13,410.507.008.438.769,133.877.695.006.026,0.306628380792103
ETH/USDT,1.4,10,20,30,2,1.05,1,,2021-04-30T12:00:00Z,664,458.222.891.566.265,9295,159,12,32.183.494.581.418,133.877.695.006.026,0.240394746712432
BTT/USDT,1.4,10,20,22,2,1.1,1,,2021-05-01T04:28:00Z,1616,18.889.108.910.891,47459,130,22,901.435.631.821.274,143.805.498.773.679,0.626843646111161
ADA/USDT,1.4,10,20,22,2,1.1,1,,2021-04-30T21:12:00Z,1301,23.429.054.573.405,14520,160,14,671.183.121.127.996,143.805.498.773.679,0.466729802998911
LINK/USDT,1.4,10,20,22,2,1.1,1,,2021-04-29T17:39:00Z,972,311.891.975.308.642,12925,163,20,539.544.478.708.741,143.805.498.773.679,0.375190436603452
BTC/USDT,1.4,10,20,22,2,1.1,1,,2021-05-01T04:51:00Z,376,811.890.957.446.808,16925,131,13,42.697.099.747.895,143.805.498.773.679,0.296908672561203
ETH/USDT,1.4,10,20,22,2,1.1,1,,2021-04-30T12:00:00Z,697,436.527.977.044.476,9236,162,12,353.499.309.098.453,143.805.498.773.679,0.24581765795673
BTT/USDT,1.4,10,20,20,2,1,1,,2021-04-17T17:37:00Z,1159,246.658.326.143.226,53531,87,20,554.812.546.343.037,410,135.320.133.254.399
ADA/USDT,1.4,10,20,20,2,1,1,,2021-04-30T21:19:00Z,1112,274.117.805.755.395,20383,151,17,521.974.737.392,410,127.310.911.559.024
LINK/USDT,1.4,10,20,20,2,1,1,,2021-04-29T17:39:00Z,844,359.193.127.962.085,12966,154,20,410.339.511.926.053,410,100.082.807.786.842
BTC/USDT,1.4,10,20,20,2,1,1,,2021-05-01T04:51:00Z,361,845.626.038.781.163,18624,127,13,402.929.247.579.884,410,0.982754262389962
ETH/USDT,1.4,10,20,20,2,1,1,,2021-04-30T12:00:00Z,616,493.928.571.428.571,10534,159,14,284.771.248.189.223,410,0.694564019973715
BTT/USDT,1.4,10,20,20,2,1.05,1,,2021-05-01T04:27:00Z,1485,205.553.535.353.535,47460,125,20,761.600.610.672.412,671.319.082.057.768,113.448.378.130.099
ADA/USDT,1.4,10,20,20,2,1.05,1,,2021-04-30T21:12:00Z,1199,254.221.851.542.952,20384,154,17,590.805.226.680.531,671.319.082.057.768,0.88006618979094
LINK/USDT,1.4,10,20,20,2,1.05,1,,2021-04-29T17:39:00Z,913,332.047.097.480.832,9017,162,20,471.294.955.690.324,671.319.082.057.768,0.702043139077296
BTC/USDT,1.4,10,20,20,2,1.05,1,,2021-05-01T04:51:00Z,367,831.801.089.918.256,18624,129,13,410.507.008.438.769,671.319.082.057.768,0.6114931325659
ETH/USDT,1.4,10,20,20,2,1.05,1,,2021-04-30T12:00:00Z,664,458.222.891.566.265,9295,159,12,32.183.494.581.418,671.319.082.057.768,0.479406819224729
BTT/USDT,1.4,10,20,20,2,1.1,1,,2021-05-01T04:28:00Z,1573,194.054.672.600.127,47459,125,20,870.266.751.287.858,115.549.998.986.512,0.75315167366591
ADA/USDT,1.4,10,20,20,2,1.1,1,,2021-04-30T21:12:00Z,1301,23.429.054.573.405,14520,160,14,671.183.121.127.996,115.549.998.986.512,0.580859478160914
LINK/USDT,1.4,10,20,20,2,1.1,1,,2021-04-29T17:39:00Z,972,311.891.975.308.642,12925,163,20,539.544.478.708.741,115.549.998.986.512,0.466935944129018
BTC/USDT,1.4,10,20,20,2,1.1,1,,2021-05-01T04:51:00Z,376,811.890.957.446.808,16925,131,13,42.697.099.747.895,115.549.998.986.512,0.36951190066976
ETH/USDT,1.4,10,20,20,2,1.1,1,,2021-04-30T12:00:00Z,697,436.527.977.044.476,9236,162,12,353.499.309.098.453,115.549.998.986.512,0.305927574382511
BTT/USDT,1.4,10,20,15,2,1,1,,2021-04-17T17:37:00Z,1098,260.361.566.484.517,53531,87,15,524.364.603.444.837,310,169.149.872.078.979
ADA/USDT,1.4,10,20,15,2,1,1,,2021-04-30T21:19:00Z,1107,275.355.916.892.502,20383,150,15,519.124.925.955.085,310,167.459.653.533.898
BTC/USDT,1.4,10,20,15,2,1,1,,2021-05-01T04:51:00Z,361,845.626.038.781.163,18624,127,13,402.929.247.579.884,310,129.977.176.638.672
LINK/USDT,1.4,10,20,15,2,1,1,,2021-04-29T17:39:00Z,814,372.431.203.931.203,12966,152,15,39.443.400.499.002,310,127.236.775.803.232
ETH/USDT,1.4,10,20,15,2,1,1,,2021-04-30T12:00:00Z,616,493.928.571.428.571,10534,159,14,284.771.248.189.223,310,0.918616929642656
BTT/USDT,1.4,10,20,15,2,1.05,1,,2021-05-01T04:27:00Z,1399,21.818.942.101.501,47479,125,15,715.785.626.308.324,441.571.271.764.547,162.099.681.767.792
ADA/USDT,1.4,10,20,15,2,1.05,1,,2021-04-30T21:12:00Z,1183,257.660.185.967.878,20384,153,15,581.748.071.868.225,441.571.271.764.547,131.744.999.973.282
LINK/USDT,1.4,10,20,15,2,1.05,1,,2021-04-29T17:39:00Z,889,341.011.248.593.925,9017,162,15,457.021.281.501.367,441.571.271.764.547,103.498.871.127.888
BTC/USDT,1.4,10,20,15,2,1.05,1,,2021-05-01T04:51:00Z,367,831.801.089.918.256,18624,129,13,410.507.008.438.769,441.571.271.764.547,0.929650624231865
ETH/USDT,1.4,10,20,15,2,1.05,1,,2021-04-30T12:00:00Z,664,458.222.891.566.265,9295,159,12,32.183.494.581.418,441.571.271.764.547,0.728840317279036
BTT/USDT,1.4,10,20,15,2,1.1,1,,2021-05-01T04:28:00Z,1503,20.309.248.170.326,47477,125,15,818.863.059.064.274,64.544.963.388.313,126.867.073.134.407
ADA/USDT,1.4,10,20,15,2,1.1,1,,2021-04-30T21:12:00Z,1301,23.429.054.573.405,14520,160,14,671.183.121.127.996,64.544.963.388.313,103.986.908.643.831
LINK/USDT,1.4,10,20,15,2,1.1,1,,2021-04-29T17:39:00Z,945,320.803.174.603.174,12925,163,15,516.602.564.083.502,64.544.963.388.313,0.80037626015145
BTC/USDT,1.4,10,20,15,2,1.1,1,,2021-05-01T04:51:00Z,376,811.890.957.446.808,16925,131,13,42.697.099.747.895,64.544.963.388.313,0.661509396031759
ETH/USDT,1.4,10,20,15,2,1.1,1,,2021-04-30T12:00:00Z,697,436.527.977.044.476,9236,162,12,353.499.309.098.453,64.544.963.388.313,0.547679153479015
ADA/USDT,1.4,10,20,25,2.4,1,1,,2021-04-30T10:27:00Z,1051,289.407.231.208.373,20076,148,14,429.729.470.761.168,510,0.842606805414055
BTC/USDT,1.4,10,20,25,2.4,1,1,,2021-05-01T04:29:00Z,332,91.942.469.879.518,23670,122,11,323.663.736.082.303,510,0.634634776631967
BTT/USDT,1.4,10,20,25,2.4,1,1,,2021-05-01T04:27:00Z,1101,277.245.231.607.629,53531,86,25,466.318.522.087.792,510,0.914350043309396
ETH/USDT,1.4,10,20,25,2.4,1,1,,2021-04-30T03:37:00Z,573,530.116.928.446.771,11087,149,11,230.572.933.438.786,510,0.452103791056444
LINK/USDT,1.4,10,20,25,2.4,1,1,,2021-04-29T17:39:00Z,784,386.682.397.959.183,14411,145,18,330.202.766.537.396,510,0.647456404975286
ADA/USDT,1.4,10,20,25,2.4,1.05,1,,2021-04-30T21:10:00Z,1141,267.142.857.142.857,20013,157,14,485.747.196.719.551,964.541.976.359.754,0.503603999229554
BTC/USDT,1.4,10,20,25,2.4,1.05,1,,2021-05-01T04:29:00Z,334,913.919.161.676.646,23670,122,11,325.064.923.198.293,964.541.976.359.754,0.337014802015263
BTT/USDT,1.4,10,20,25,2.4,1.05,1,,2021-05-01T04:28:00Z,1365,223.624.908.424.908,47460,123,25,609.471.522.113.666,964.541.976.359.754,0.631876618178768
ETH/USDT,1.4,10,20,25,2.4,1.05,1,,2021-04-30T11:26:00Z,615,494.676.422.764.227,9828,155,11,256.332.316.306.301,964.541.976.359.754,0.265755480413322
LINK/USDT,1.4,10,20,25,2.4,1.05,1,,2021-04-29T17:39:00Z,848,357.498.820.754.717,12924,154,18,374.490.809.036.368,964.541.976.359.754,0.388257658261511
ADA/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-30T21:05:00Z,1221,249.635.544.635.544,19991,158,12,536.581.703.016.037,197.694.118.867.767,0.271420164691364
BTC/USDT,1.4,10,20,25,2.4,1.1,1,,2021-05-01T04:42:00Z,341,895.196.480.938.416,21070,124,11,337.248.419.969.463,197.694.118.867.767,0.170591023092113
BTT/USDT,1.4,10,20,25,2.4,1.1,1,,2021-05-01T04:28:00Z,1512,201.883.597.883.597,47459,130,20,712.873.049.830.431,197.694.118.867.767,0.360593958946878
ETH/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-30T11:26:00Z,648,469.484.567.901.234,9823,159,10,279.282.400.003.388,197.694.118.867.767,0.141269958662853
LINK/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-29T17:29:00Z,884,342.928.733.031.674,9030,160,18,411.394.062.250.154,197.694.118.867.767,0.208096257291965
ADA/USDT,1,10,15,12,0.4,1.05,1.41,,2021-04-30T21:05:00Z,921,330.950.054.288.816,37260,90,10,459.832.766.766.784,248.756.897.806.638,184.852.267.744.638
BTC/USDT,1,10,15,12,0.4,1.05,1.41,,2021-04-14T16:43:00Z,381,738.853.018.372.703,24843,89,9,421.062.219.785.396,248.756.897.806.638,16.926.655.039.439
BTT/USDT,1,10,15,12,0.4,1.05,1.41,,2021-04-17T17:56:00Z,741,385.824.561.403.508,57020,39,11,34.575.570.353.286,248.756.897.806.638,138.993.413.481.792
ETH/USDT,1,10,15,12,0.4,1.05,1.41,,2021-04-30T11:59:00Z,623,4.883.772.070.626,22850,112,10,307.693.802.910.876,248.756.897.806.638,123.692.571.190.548
LINK/USDT,1,10,15,12,0.4,1.05,1.41,,2021-04-22T21:03:00Z,715,410.186.013.986.013,22382,91,11,36.248.279.623.021,248.756.897.806.638,145.717.686.394.357
ADA/USDT,1,10,15,15,0.4,1.05,1.28,,2021-04-30T11:04:00Z,1126,270.163.410.301.953,27244,103,13,62.905.937.135.749,33.367.845.382.341,188.522.622.347.801
BTC/USDT,1,10,15,15,0.4,1.05,1.28,,2021-04-14T16:43:00Z,427,659.257.611.241.217,23353,100,12,521.807.611.414.831,33.367.845.382.341,156.380.373.211.326
BTT/USDT,1,10,15,15,0.4,1.05,1.28,,2021-04-17T17:56:00Z,802,356.478.802.992.518,57017,41,14,421.799.415.734.738,33.367.845.382.341,12.640.894.576.848
ETH/USDT,1,10,15,15,0.4,1.05,1.28,,2021-04-30T11:33:00Z,707,430.315.417.256.011,20444,122,13,390.666.540.217.427,33.367.845.382.341,117.078.743.245.488
LINK/USDT,1,10,15,15,0.4,1.05,1.28,,2021-04-29T17:23:00Z,792,382.756.313.131.313,22384,97,14,446.399.924.187.508,33.367.845.382.341,133.781.465.081.875
ADA/USDT,1,10,15,10,0.3,1.05,1.46,,2021-04-29T15:31:00Z,923,328.310.942.578.548,21687,94,10,5.173.273.177.832,198.668.388.033.232,260.397.400.363.798
BTC/USDT,1,10,15,10,0.3,1.05,1.46,,2021-04-14T11:11:00Z,368,764.051.630.434.782,23368,91,9,451.165.642.341.601,198.668.388.033.232,227.094.832.151.218
BTT/USDT,1,10,15,10,0.3,1.05,1.46,,2021-04-05T21:22:00Z,635,423.341.732.283.464,57025,34,10,320.002.217.402.917,198.668.388.033.232,161.073.546.008.431
ETH/USDT,1,10,15,10,0.3,1.05,1.46,,2021-04-30T11:24:00Z,571,532.791.593.695.271,23771,109,10,320.346.746.604.758,198.668.388.033.232,161.246.965.245.005
LINK/USDT,1,10,15,10,0.3,1.05,1.46,,2021-04-22T20:50:00Z,520,563.980.769.230.769,59924,68,10,288.096.729.226.528,198.668.388.033.232,145.013.875.674.239
ADA/USDT,1,10,20,12,0.4,1.05,1.41,,2021-04-29T15:23:00Z,998,303.630.260.521.042,27236,95,10,622.290.330.065.497,328.342.530.408.851,189.524.740.913.283
BTC/USDT,1,10,20,12,0.4,1.05,1.41,,2021-04-14T16:43:00Z,389,723.658.097.686.375,24843,92,9,454.944.578.346.119,328.342.530.408.851,138.557.919.310.551
BTT/USDT,1,10,20,12,0.4,1.05,1.41,,2021-04-17T17:56:00Z,758,377.171.503.957.783,57020,40,11,440.603.359.780.993,328.342.530.408.851,134.190.157.830.712
ETH/USDT,1,10,20,12,0.4,1.05,1.41,,2021-04-30T11:35:00Z,641,4.746.255.850.234,22636,110,10,390.765.424.536.199,328.342.530.408.851,119.011.516.433.652
LINK/USDT,1,10,20,12,0.4,1.05,1.41,,2021-04-22T21:02:00Z,765,383.375.163.398.692,22384,98,11,487.671.543.371.148,328.342.530.408.851,148.525.243.672.788
ADA/USDT,1,10,20,15,0.4,1.05,1.28,,2021-04-30T21:10:00Z,1166,261.415.094.339.622,27244,109,13,825.187.920.568.693,441.571.271.764.547,186.875.363.805.074
BTC/USDT,1,10,20,15,0.4,1.05,1.28,,2021-04-14T16:43:00Z,441,638.328.798.185.941,23353,100,12,572.812.233.760.333,441.571.271.764.547,129.721.354.260.964
BTT/USDT,1,10,20,15,0.4,1.05,1.28,,2021-04-17T17:56:00Z,838,341.164.677.804.295,57017,43,14,555.004.005.123.736,441.571.271.764.547,125.688.431.429.405
ETH/USDT,1,10,20,15,0.4,1.05,1.28,,2021-04-30T11:26:00Z,730,416.747.945.205.479,22606,121,13,496.457.987.505.859,441.571.271.764.547,112.429.865.630.067
LINK/USDT,1,10,20,15,0.4,1.05,1.28,,2021-04-29T17:39:00Z,902,336.096.452.328.159,22384,106,14,641.782.065.933.808,441.571.271.764.547,145.340.538.882.705
ADA/USDT,1,10,20,10,0.3,1.05,1.46,,2021-04-29T15:31:00Z,946,320.328.752.642.706,21687,90,10,66.557.352.986.575,261.557.850.710.976,254.465.131.922.656
BTC/USDT,1,10,20,10,0.3,1.05,1.46,,2021-04-14T11:11:00Z,373,75.380.965.147.453,23368,89,9,482.629.821.617.402,261.557.850.710.976,184.521.252.298.678
BTT/USDT,1,10,20,10,0.3,1.05,1.46,,2021-04-05T21:22:00Z,655,410.415.267.175.572,57021,34,10,414.698.179.821.142,261.557.850.710.976,15.854.931.469.038
ETH/USDT,1,10,20,10,0.3,1.05,1.46,,2021-04-30T11:24:00Z,590,515.633.898.305.084,23769,108,10,409.452.141.789.775,261.557.850.710.976,156.543.625.311.489
LINK/USDT,1,10,20,10,0.3,1.05,1.46,,2021-04-22T20:50:00Z,585,501.316.239.316.239,59849,75,10,41.271.830.643.797,261.557.850.710.976,157.792.360.396.028
ADA/USDT,1,10,15,6,0.4,1.05,1.9,,2021-04-29T15:33:00Z,681,444.982.378.854.625,37299,62,6,267.106.926.589.659,1.120.286.921.875,238.427.246.961.526
BTC/USDT,1,10,15,6,0.4,1.05,1.9,,2021-04-14T16:42:00Z,340,827.947.058.823.529,23370,87,6,331.572.325.742.323,1.120.286.921.875,295.970.897.515.591
BTT/USDT,1,10,15,6,0.4,1.05,1.9,,2021-04-05T08:57:00Z,533,502.958.724.202.626,57021,30,6,191.924.542.620.125,1.120.286.921.875,17.131.731.065.726
ETH/USDT,1,10,15,6,0.4,1.05,1.9,,2021-04-30T14:05:00Z,486,626.306.584.362.139,30507,92,6,192.368.971.985.739,1.120.286.921.875,1.717.140.209.615
LINK/USDT,1,10,15,6,0.4,1.05,1.9,,2021-04-22T20:52:00Z,481,609.713.097.713.097,58865,66,6,196.635.347.504.359,1.120.286.921.875,175.522.309.209.193
ADA/USDT,1,10,15,7,2,1.05,1.12,,2021-04-30T21:05:00Z,1336,22.814.745.508.982,20078,145,7,315.527.150.288.067,132.130.126.796.875,238.800.308.405.917
BTC/USDT,1,10,15,7,2,1.05,1.12,,2021-04-14T16:43:00Z,432,651.627.314.814.814,10606,117,7,278.913.823.196.491,132.130.126.796.875,211.090.256.217.848
BTT/USDT,1,10,15,7,2,1.05,1.12,,2021-04-17T17:54:00Z,1073,266.443.616.029.822,56419,69,7,252.253.686.995.793,132.130.126.796.875,190.913.074.187.528
LINK/USDT,1,10,15,7,2,1.05,1.12,,2021-04-29T17:26:00Z,853,355.388.042.203.985,21853,124,7,205.051.399.495.519,132.130.126.796.875,155.188.982.608.597
ETH/USDT,1,10,15,7,2,1.05,1.12,,2021-04-30T12:00:00Z,744,408.951.612.903.225,11648,139,7,173.225.797.208.743,132.130.126.796.875,131.102.422.595.147
ADA/USDT,1,10,15,6,1,1.05,1.5,,2021-04-30T21:17:00Z,982,310.404.276.985.743,37136,97,6,290.899.896.733.418,1.120.286.921.875,259.665.529.475.739
BTC/USDT,1,10,15,6,1,1.05,1.5,,2021-04-14T16:42:00Z,381,738.850.393.700.787,22735,99,6,274.480.467.493.481,1.120.286.921.875,24.500.907.949.018
BTT/USDT,1,10,15,6,1,1.05,1.5,,2021-04-05T21:22:00Z,671,400.628.912.071.535,57016,34,6,189.127.360.837.294,1.120.286.921.875,168.820.466.564.722
ETH/USDT,1,10,15,6,1,1.05,1.5,,2021-04-30T11:25:00Z,616,493.871.753.246.753,23880,114,6,178.630.930.182.618,1.120.286.921.875,159.451.053.738.668
LINK/USDT,1,10,15,6,1,1.05,1.5,,2021-04-29T17:39:00Z,598,506.954.849.498.327,57808,77,6,177.345.196.534.281,1.120.286.921.875,158.303.371.280.513
ADA/USDT,1,10,15,12,0.3,1.05,1.39,,2021-04-29T15:25:00Z,927,326.887.810.140.237,27243,86,11,547.165.312.918.521,248.756.897.806.638,219.959.855.482.615
BTC/USDT,1,10,15,12,0.3,1.05,1.39,,2021-04-14T16:41:00Z,374,752.676.470.588.235,24847,87,10,472.762.573.511.602,248.756.897.806.638,190.050.035.870.396
BTT/USDT,1,10,15,12,0.3,1.05,1.39,,2021-04-17T17:54:00Z,697,410.177.905.308.464,57019,34,12,373.280.569.179.448,248.756.897.806.638,150.058.379.273.407
ETH/USDT,1,10,15,12,0.3,1.05,1.39,,2021-04-30T11:33:00Z,616,49.388.474.025.974,24329,109,11,363.812.955.833.267,248.756.897.806.638,14.625.240.909.543
LINK/USDT,1,10,15,12,0.3,1.05,1.39,,2021-04-22T20:50:00Z,642,456.806.853.582.554,23414,87,12,387.016.733.151.003,248.756.897.806.638,155.580.302.119.636
ADA/USDT,1,10,15,12,0.4,1.05,1.35,,2021-04-30T21:08:00Z,1027,296.794.547.224.927,37165,101,11,541.918.784.030.616,248.756.897.806.638,217.850.756.625.794
BTC/USDT,1,10,15,12,0.4,1.05,1.35,,2021-04-14T16:43:00Z,408,689.958.333.333.333,22751,100,10,474.322.288.753.932,248.756.897.806.638,190.677.039.686.605
BTT/USDT,1,10,15,12,0.4,1.05,1.35,,2021-04-17T17:41:00Z,704,40.608.096.590.909,56992,35,12,337.453.034.647.719,248.756.897.806.638,135.655.749.699.059
ETH/USDT,1,10,15,12,0.4,1.05,1.35,,2021-04-30T11:24:00Z,620,490.683.870.967.741,23706,109,11,316.266.679.909.933,248.756.897.806.638,127.138.858.338.622
LINK/USDT,1,10,15,12,0.4,1.05,1.35,,2021-04-29T17:26:00Z,758,399.928.759.894.459,22382,96,12,4.033.543.279.423,248.756.897.806.638,162.147.997.301.297
ADA/USDT,1,10,15,12,0.5,1.05,1.31,,2021-04-30T21:17:00Z,1135,268.561.233.480.176,21682,117,11,546.845.308.330.358,248.756.897.806.638,21.983.121.398.926
BTC/USDT,1,10,15,12,0.5,1.05,1.31,,2021-04-14T16:11:00Z,409,688.193.154.034.229,22736,99,10,431.514.150.300.906,248.756.897.806.638,173.468.214.994.515
BTT/USDT,1,10,15,12,0.5,1.05,1.31,,2021-04-17T17:56:00Z,901,317.309.655.937.846,56991,47,12,416.881.434.376.493,248.756.897.806.638,167.585.879.246.869
ETH/USDT,1,10,15,12,0.5,1.05,1.31,,2021-05-01T00:26:00Z,695,438.857.553.956.834,22662,124,11,328.677.338.461.737,248.756.897.806.638,13.212.792.946.036
LINK/USDT,1,10,15,12,0.5,1.05,1.31,,2021-04-29T17:23:00Z,807,375.641.883.519.206,22377,100,12,393.305.590.977.009,248.756.897.806.638,158.108.416.066.005
ADA/USDT,1,10,20,6,0.4,1.05,1.9,,2021-04-16T05:48:00Z,706,401.881.019.830.028,37268,62,6,342.312.549.022.078,14.603.825.625,234.399.230.593.441
BTC/USDT,1,10,20,6,0.4,1.05,1.9,,2021-04-14T16:42:00Z,351,802,23370,89,6,357.556.143.410.867,14.603.825.625,244.837.313.586.361
BTT/USDT,1,10,20,6,0.4,1.05,1.9,,2021-04-05T08:57:00Z,589,45.513.921.901.528,57018,32,6,259.571.984.064.778,14.603.825.625,177.742.456.483.746
ETH/USDT,1,10,20,6,0.4,1.05,1.9,,2021-04-30T14:05:00Z,519,586.483.622.350.674,22658,97,6,252.579.873.704.525,14.603.825.625,172.954.594.357.891
LINK/USDT,1,10,20,6,0.4,1.05,1.9,,2021-04-22T21:02:00Z,507,578.465.483.234.714,58844,67,6,256.023.208.652.574,14.603.825.625,175.312.425.132.146
ADA/USDT,1,10,20,7,2,1.05,1.12,,2021-04-30T19:33:00Z,1464,208.137.295.081.967,20100,149,7,395.376.472.075.354,1.728.401.690.625,228.752.652.939.366
BTT/USDT,1,10,20,7,2,1.05,1.12,,2021-04-17T17:53:00Z,1281,223.179.547.228.727,56419,76,7,348.396.748.310.767,1.728.401.690.625,201.571.631.294.103
LINK/USDT,1,10,20,7,2,1.05,1.12,,2021-04-29T17:28:00Z,1065,284.646.009.389.671,14422,146,7,29.543.401.665.416,1.728.401.690.625,17.092.902.550.178
BTC/USDT,1,10,20,7,2,1.05,1.12,,2021-04-14T16:43:00Z,454,620.050.660.792.951,10606,120,7,29.417.191.748.819,1.728.401.690.625,170.198.813.784.899
ETH/USDT,1,10,20,7,2,1.05,1.12,,2021-04-30T04:25:00Z,822,369.592.457.420.924,10773,153,7,219.343.773.203.593,1.728.401.690.625,126.905.553.491.027
ADA/USDT,1,10,20,6,1,1.05,1.5,,2021-04-30T21:08:00Z,1021,298.538.687.561.214,37133,98,6,360.660.629.328.235,14.603.825.625,246.963.116.781.418
BTC/USDT,1,10,20,6,1,1.05,1.5,,2021-04-14T16:42:00Z,396,710.863.636.363.636,22735,101,6,293.872.865.817.859,14.603.825.625,20.123.005.667.418
